1.3672,2.4618,0
2.3105,2.1408,1
1.9940,1.2946,1
1.2645,2.9050,0
0.9876,2.3164,0
2.2941,2.5044,1
1.2294,2.5827,0
2.9594,3.4531,1
1.5831,3.0474,0
3.1550,2.4736,1
0.3494,1.8990,0
0.9962,1.0604,2
0.1987,2.0846,0
0.3616,0.0679,2
3.0157,2.7015,1
1.8506,2.0206,1
1.7160,0.1026,2
3.3399,0.7883,1
1.1148,1.6156,0
0.0569,0.2798,2
0.5603,0.8928,2
2.3779,2.6534,1
2.7296,2.2446,1
1.3300,1.9479,0
0.2738,3.1249,0
3.4584,3.3101,1
1.5003,2.2029,0
2.5581,2.8489,1
1.5846,3.1853,0
2.0540,2.2836,1
1.2569,1.9459,0
2.8698,2.4661,1
1.0963,1.7227,0
2.3815,2.4293,1
0.5733,2.1705,0
2.6032,2.1103,1
2.4664,2.2546,1
1.2493,2.2133,0
1.5411,0.2915,2
0.6107,0.2676,2
3.1478,2.8733,1
3.4714,2.4941,1
2.4045,2.6414,1
0.0747,2.9316,0
0.4514,0.6943,2
2.6290,2.9434,1
3.2053,1.3087,1
2.6503,0.9589,1
1.1958,0.6732,2
3.1734,0.6942,1
1.5230,2.7034,0
3.0421,3.4932,1
0.9527,2.6904,0
3.3782,1.8733,1
0.9129,2.9298,0
0.6992,0.2689,2
2.1403,2.5035,1
0.0100,0.3570,2
1.2319,1.0082,2
2.7795,2.7233,1
2.2443,2.5205,1
2.2185,1.2848,1
0.2483,3.1829,0
2.7081,1.8249,1
0.6434,0.6280,2
0.3557,2.8309,0
3.2859,2.7737,1
0.7960,2.1587,0
1.1771,0.2367,2
1.3580,1.2626,2
1.3464,2.5865,0
2.8435,1.5558,1
2.4393,1.7529,1
1.8586,2.2447,1
3.4001,2.2893,1
0.5075,2.6893,0
1.9370,0.5207,2
3.0677,0.5879,1
3.3353,1.4796,1
0.9860,0.0293,2
0.8197,1.7103,0
0.0297,0.4385,2
3.3048,1.3956,1
2.3603,2.5022,1
0.4912,3.0062,0
3.4324,2.0456,1
1.8458,1.5710,1
0.6246,0.6716,2
1.2709,2.5804,0
1.6162,0.4818,2
2.9620,2.2716,1
3.1680,3.4056,1
2.9066,2.6006,1
0.6873,0.0704,2
1.2791,1.0747,2
2.6535,2.5648,1
2.1888,1.2376,1
2.2040,1.7588,1
2.6686,2.1789,1
0.4046,2.0667,0
1.5723,2.8102,0
2.5164,2.1659,1
0.0521,3.1746,0
1.0400,0.5168,2
0.1732,2.2419,0
2.3683,1.7746,1
3.4318,3.3956,1
1.2476,2.0736,0
3.3918,1.6559,1
3.1118,2.3719,1
3.0314,3.1784,1
0.8535,3.4505,0
2.5390,1.8863,1
0.2697,0.6893,2
1.8345,1.9981,1
0.8966,0.9263,2
1.9568,2.4023,1
1.0197,0.0316,2
0.0185,0.0598,2
0.2562,0.5263,2
1.7134,0.2643,2
3.4585,2.5010,1
3.0010,2.8739,1
1.0759,3.4809,0
1.1646,2.5538,0
3.0584,3.1917,1
2.2111,2.4349,1
0.4436,2.0639,0
1.4461,3.1063,0
0.2543,0.1251,2
2.9208,0.9808,1
3.4036,2.7976,1
2.7672,2.9901,1
3.4163,3.1425,1
0.8592,1.0499,2
2.5992,1.5696,1
1.1724,0.0113,2
1.6815,0.3697,2
3.2130,3.3940,1
1.9697,1.7232,1
0.5775,2.7231,0
0.0728,2.2334,0
1.1548,1.9387,0
2.1696,2.0775,1
1.0218,1.8871,0
1.2952,0.7985,2
0.3788,2.1441,0
3.1302,1.2631,1
0.5600,2.7935,0
0.6581,2.0041,0
2.0281,1.2372,1
3.1086,3.0125,1
1.8155,0.9772,2
1.0811,2.8792,0
1.3305,1.0961,2
0.4830,3.3794,0
0.4119,3.0235,0
1.8316,0.8572,2
3.1856,3.0754,1
0.6190,2.5300,0
